File Name,new_cluster_group,boltzmann_weighting,cluster_group_H298 (Hartrees)
beta-glucose244-freeze_dftb-TS_dftb-ircf.log,4c1,1.9336282936742048e-05,5.673936378000554
beta-glucose235-freeze_dftb-TS_dftb-ircr.log,4c1,0.04660909106623212,1.0630002460003316
beta-glucose203-freeze_dftb-TS_dftb-ircr.log,4c1,0.2661718048483773,0.031375450001041555
beta-glucose204-freeze_dftb-TS_dftb-ircr.log,4c1,0.014480640369382222,1.755142673000658
beta-glucose225-freeze_dftb-TS_dftb-ircr.log,4c1,6.8366543864367594e-06,6.289522706997983
beta-glucose228-freeze_dftb-TS_dftb-ircr.log,4c1,0.002113144149446931,2.894699016999429
beta-glucose54-freeze_dftb-optall_dftb.log,4c1,0.03984281320775597,1.1558715779977076
beta-glucose242-freeze_dftb-TS_dftb-ircf.log,4c1,0.04355249708804412,1.1031608219970277
beta-glucose197-freeze_dftb-TS_dftb-ircr.log,4c1,0.0016897061569386392,3.027103415999544
beta-glucose52-freeze_dftb-optall_dftb.log,4c1,0.28065693538348163,0.0
beta-glucose231-freeze_dftb-TS_dftb-ircr.log,4c1,0.04152414549841337,1.1313987269970733
beta-glucose137-freeze_dftb-TS_dftb-ircr.log,4c1,0.0031013338764555717,2.6675407589977738
beta-glucose195-freeze_dftb-TS_dftb-ircf.log,4c1,0.00014888873517786437,4.465354043997708
beta-glucose237-freeze_dftb-TS_dftb-ircr.log,4c1,2.5122381965382085e-05,5.5189416549995105
beta-glucose201-freeze_dftb-TS_dftb-ircr.log,4c1,0.04091257928535701,1.1401838529971866
beta-glucose223-freeze_dftb-TS_dftb-ircr.log,4c1,0.0001181740123411465,4.602151006000109
beta-glucose217-freeze_dftb-TS_dftb-ircr.log,4c1,0.00011545053252025404,4.615956204000924
beta-glucose222-freeze_dftb-TS_dftb-ircf.log,4c1,0.012630261621025062,1.8360913339969247
beta-glucose249-freeze_dftb-TS_dftb-ircr.log,4c1,0.00024999775691944695,4.158502143001076
beta-glucose157-freeze_dftb-TS_dftb-ircf.log,4c1,0.00030935084266296134,4.032372833998494
beta-glucose224-freeze_dftb-TS_dftb-ircr.log,4c1,0.00019842493776569073,4.295299104999018
beta-glucose250-freeze_dftb-TS_dftb-ircf.log,4c1,0.001366961458510414,3.1526052159992517
beta-glucose251-freeze_dftb-TS_dftb-ircr.log,4c1,0.0006820498894265509,3.5642511199988274
beta-glucose53-freeze_dftb-optall_dftb.log,4c1,0.04700594958088973,1.05798017399963
beta-glucose196-freeze_dftb-TS_dftb-ircr.log,4c1,2.5218847893282635e-06,6.88000867600082
beta-glucose247-freeze_dftb-TS_dftb-ircf.log,4c1,0.00015782541598030166,4.430841049000129
beta-glucose206-freeze_dftb-TS_dftb-ircr.log,4c1,0.004262171278612684,2.479288059000442
beta-glucose246-freeze_dftb-TS_dftb-ircf.log,4c1,0.005686245222764248,2.3086056109988777
beta-glucose194-freeze_dftb-TS_dftb-ircr.log,4c1,0.03992735530718543,1.154616560000876
beta-glucose50-freeze_dftb-optall_dftb.log,4c1,0.049616580973299636,1.0259772150001727
beta-glucose230-freeze_dftb-TS_dftb-ircf.log,4c1,0.0013626221554951566,3.1544877429989575
beta-glucose156-freeze_dftb-TS_dftb-ircr.log,4c1,0.0009533731382865339,3.365958276000092
beta-glucose155-freeze_dftb-TS_dftb-ircr.log,4c1,0.004881418524359147,2.3989669069981323
beta-glucose220-freeze_dftb-TS_dftb-ircf.log,4c1,0.0013411313891943685,3.163900377997486
beta-glucose209-freeze_dftb-TS_dftb-ircf.log,4c1,3.609730026905307e-05,5.30433357699738
beta-glucose221-freeze_dftb-TS_dftb-ircr.log,4c1,0.00022821936771842352,4.2124679169985875
beta-glucose233-freeze_dftb-TS_dftb-ircr.log,4c1,0.04801294242563302,1.045429994000105
beta-glucose131-freeze_dftb-TS_dftb-ircf.log,bo3,8.98035420792373e-06,9.959822848001043
beta-glucose124-freeze_dftb-TS_dftb-ircf.log,bo3,0.011995494751247428,5.698409228996729
beta-glucose183-freeze_dftb-TS_dftb-ircf.log,bo3,0.000344793114187486,7.799936869996759
beta-glucose139-freeze_dftb-TS_dftb-ircr.log,bo3,0.11563391377505745,4.3567949869998115
beta-glucose192-freeze_dftb-TS_dftb-ircr.log,bo3,0.012356795330676417,5.6808389770009615
beta-glucose128-freeze_dftb-TS_dftb-ircf.log,bo3,1.4498984265078013e-05,9.676188779999297
beta-glucose74-freeze_dftb-optall_dftb.log,bo3,0.29322858839377186,3.805842084999713
beta-glucose158-freeze_dftb-TS_dftb-ircf.log,bo3,0.11381017899475647,4.36620762199834
beta-glucose201-freeze_dftb-TS_dftb-ircf.log,bo3,0.2873830122467033,3.8177647560008223
beta-glucose172-freeze_dftb-TS_dftb-ircr.log,bo3,0.1511940480123078,4.1980352099993565
beta-glucose126-freeze_dftb-TS_dftb-ircr.log,bo3,0.003668015653558065,6.399964291000043
beta-glucose163-freeze_dftb-TS_dftb-ircr.log,bo3,0.00017130788716372702,8.214092809998915
beta-glucose137-freeze_dftb-TS_dftb-ircf.log,bo3,0.0036914146196894595,6.396199237000632
beta-glucose120-freeze_dftb-TS_dftb-ircr.log,bo3,0.006364641759339762,6.07365961099902
beta-glucose193-freeze_dftb-TS_dftb-ircf.log,bo3,3.437832348510787e-06,10.52834600199691
beta-glucose121-freeze_dftb-TS_dftb-ircr.log,bo3,0.00013087829071934613,8.373480095997785
beta-glucose168-freeze_dftb-TS_dftb-ircf.log,1s3,0.00015411289327691942,7.077674010996681
beta-glucose154-freeze_dftb-TS_dftb-ircf.log,1s3,0.16030197401667726,2.964352515997461
beta-glucose159-freeze_dftb-TS_dftb-ircf.log,1s3,5.866136406726384e-06,9.012911766997432
beta-glucose193-freeze_dftb-TS_dftb-ircr.log,1s3,0.00022546417744118464,6.85239827999919
beta-glucose98-freeze_dftb-TS_dftb-ircf.log,1s3,0.008767301902322696,4.684982194000541
beta-glucose2-freeze_dftb-optall_dftb.log,1s3,0.0009368856564071069,6.009026183997231
beta-glucose118-freeze_dftb-TS_dftb-ircf.log,1s3,0.005293894228425841,4.983676477999933
beta-glucose127-freeze_dftb-TS_dftb-ircr.log,1s3,0.02190499720656137,4.1428144180005555
beta-glucose204-freeze_dftb-TS_dftb-ircf.log,1s3,0.15267440621111206,2.993217930000381
beta-glucose117-freeze_dftb-TS_dftb-ircf.log,1s3,0.009492630045816996,4.637919018998978
beta-glucose240-freeze_dftb-TS_dftb-ircf.log,1s3,0.00011650014978603226,7.243336386997543
beta-glucose120-freeze_dftb-TS_dftb-ircf.log,1s3,0.002968009844772226,5.326296391999893
beta-glucose155-freeze_dftb-TS_dftb-ircf.log,1s3,0.04758435615788548,3.6834778300010016
beta-glucose22-freeze_dftb-optall_dftb.log,1s3,0.05519536875587535,3.595626569999869
beta-glucose105-freeze_dftb-TS_dftb-ircr.log,1s3,0.001356195877032346,5.790025542997274
beta-glucose161-freeze_dftb-TS_dftb-ircr.log,1s3,0.006733759331646611,4.841231934998415
beta-glucose99-freeze_dftb-TS_dftb-ircf.log,1s3,0.00962432156580882,4.62976140199728
beta-glucose171-freeze_dftb-TS_dftb-ircf.log,1s3,0.025167447573696107,4.06061073899854
beta-glucose182-freeze_dftb-TS_dftb-ircr.log,1s3,0.16813232813751278,2.936114610997415
beta-glucose113-freeze_dftb-TS_dftb-ircf.log,1s3,0.0012916646940999627,5.818890957000194
beta-glucose23-freeze_dftb-optall_dftb.log,1s3,0.023516982676213723,4.100771314999695
beta-glucose89-freeze_dftb-TS_dftb-ircf.log,1s3,0.06623230470508838,3.4876950220003877
beta-glucose168-freeze_dftb-TS_dftb-ircr.log,1s3,0.00015791569255040443,7.06324130399745
beta-glucose202-freeze_dftb-TS_dftb-ircr.log,1s3,0.012294009771781559,4.4848068229976406
beta-glucose95-freeze_dftb-TS_dftb-ircr.log,1s3,0.012812806361348923,4.460333971997007
beta-glucose160-freeze_dftb-TS_dftb-ircr.log,1s3,0.018606338437452567,4.239450803997343
beta-glucose86-freeze_dftb-TS_dftb-ircr.log,1s3,0.0012446297525231442,5.840853771998248
beta-glucose122-freeze_dftb-TS_dftb-ircf.log,1s3,0.01831288623601287,4.24886343900033
beta-glucose167-freeze_dftb-TS_dftb-ircr.log,1s3,0.013917001699683636,4.411388270000197
beta-glucose21-freeze_dftb-optall_dftb.log,1s3,0.154137641996747,2.987570348996805
beta-glucose120-freeze_dftb-TS_dftb-ircr.log,1s3,0.0008399981080337223,6.07365961099902
beta-glucose216-freeze_dftb-TS_dftb-ircf.log,3s1,0.0010864645869587495,5.987063368999178
beta-glucose143-freeze_dftb-TS_dftb-ircf.log,3s1,0.04692142264029337,3.7575238919968608
beta-glucose181-freeze_dftb-TS_dftb-ircr.log,3s1,0.016891432130345396,4.3624425679989285
beta-glucose47-freeze_dftb-optall_dftb.log,3s1,0.13641674324014422,3.125622329000496
beta-glucose246-freeze_dftb-TS_dftb-ircr.log,3s1,0.00028489759025544076,6.779607236000162
beta-glucose49-freeze_dftb-optall_dftb.log,3s1,0.06849978331515602,3.53350317900066
beta-glucose232-freeze_dftb-TS_dftb-ircr.log,3s1,0.016891432130345396,4.3624425679989285
beta-glucose141-freeze_dftb-TS_dftb-ircf.log,3s1,0.008755808019058918,4.751498147997577
beta-glucose235-freeze_dftb-TS_dftb-ircf.log,3s1,0.004591863918269,5.133651129000275
beta-glucose150-freeze_dftb-TS_dftb-ircf.log,3s1,0.13933915381946071,3.113072149000971
beta-glucose231-freeze_dftb-TS_dftb-ircf.log,3s1,0.12965058990190995,3.1557427610002473
beta-glucose217-freeze_dftb-TS_dftb-ircf.log,3s1,0.12426920322112903,3.180843120999297
beta-glucose170-freeze_dftb-TS_dftb-ircf.log,3s1,0.0014618151503342528,5.811360848996912
beta-glucose138-freeze_dftb-TS_dftb-ircf.log,3s1,0.00434104668244068,5.166909106001023
beta-glucose149-freeze_dftb-TS_dftb-ircr.log,3s1,0.1424750883903186,3.099894459998572
beta-glucose175-freeze_dftb-TS_dftb-ircf.log,3s1,0.12951325622061133,3.1563702699986633
beta-glucose242-freeze_dftb-TS_dftb-ircr.log,3s1,0.016981179215907454,4.359305022997933
beta-glucose69-freeze_dftb-optall_dftb.log,3s1,0.0014618151503342528,5.811360848996912
beta-glucose68-freeze_dftb-optall_dftb.log,3s1,0.0013501184272968893,5.858424023998475
beta-glucose151-freeze_dftb-TS_dftb-ircf.log,3s1,0.0024885725116609355,5.496351330998582
beta-glucose67-freeze_dftb-optall_dftb.log,3s1,0.0027001720819288255,5.448033138000189
beta-glucose70-freeze_dftb-optall_dftb.log,3s1,0.0007537387511694126,6.203553974001014
beta-glucose192-freeze_dftb-TS_dftb-ircf.log,3s1,0.0028744029046712588,5.411010107000029
beta-glucose182-freeze_dftb-TS_dftb-ircf.log,5s1,0.0006528085854182407,8.356537353000434
beta-glucose127-freeze_dftb-TS_dftb-ircf.log,5s1,0.06999339292324563,5.5885951539975425
beta-glucose126-freeze_dftb-TS_dftb-ircf.log,5s1,0.029821947854097357,6.093739898997368
beta-glucose65-freeze_dftb-optall_dftb.log,5s1,0.08470449771261529,5.47564353399736
beta-glucose173-freeze_dftb-TS_dftb-ircf.log,5s1,0.00598080630431557,7.045043542998807
beta-glucose58-freeze_dftb-optall_dftb.log,5s1,0.03690210989140592,5.9676105899992455
beta-glucose64-freeze_dftb-optall_dftb.log,5s1,0.041377176590338044,5.899839618000919
beta-glucose45-freeze_dftb-optall_dftb.log,5s1,0.00508554763007294,7.141052419997179
beta-glucose60-freeze_dftb-optall_dftb.log,5s1,0.04678996330285612,5.827048573997433
beta-glucose57-freeze_dftb-optall_dftb.log,5s1,0.031179384592932964,6.067384520997028
beta-glucose61-freeze_dftb-optall_dftb.log,5s1,0.24522338272922078,4.846252006999117
beta-glucose123-freeze_dftb-TS_dftb-ircf.log,5s1,0.2460043024873484,4.844369479999411
beta-glucose121-freeze_dftb-TS_dftb-ircf.log,5s1,0.08416757680901846,5.4794085879967716
beta-glucose55-freeze_dftb-optall_dftb.log,5s1,0.026288350165292688,6.168413470000561
beta-glucose181-freeze_dftb-TS_dftb-ircf.log,5s1,0.04046644812589768,5.91301730699886
beta-glucose66-freeze_dftb-optall_dftb.log,5s1,0.00536230429592382,7.109676970000597
beta-glucose110-freeze_dftb-TS_dftb-ircf.log,1s5,0.0007153125883427664,6.896323909999756
beta-glucose38-freeze_dftb-optall_dftb.log,1s5,0.0035104922470344945,5.954432900996846
beta-glucose115-freeze_dftb-TS_dftb-ircf.log,1s5,0.01538122014202985,5.079685354998305
beta-glucose188-freeze_dftb-TS_dftb-ircr.log,1s5,0.011335265788114678,5.260407946996814
beta-glucose234-freeze_dftb-TS_dftb-ircf.log,1s5,0.027174292106293307,4.742713021997463
beta-glucose33-freeze_dftb-optall_dftb.log,1s5,0.006616254758013007,5.579182518999014
beta-glucose111-freeze_dftb-TS_dftb-ircf.log,1s5,0.00010328433985016825,8.04215534400052
beta-glucose103-freeze_dftb-TS_dftb-ircf.log,1s5,0.0010365540964720865,6.676695759996924
beta-glucose4-freeze_dftb-optall_dftb.log,1s5,0.004943524704091144,5.751747494000283
beta-glucose1-freeze_dftb-optall_dftb.log,1s5,0.018456868432000888,4.971753806998824
beta-glucose108-freeze_dftb-TS_dftb-ircf.log,1s5,0.0009778604251248289,6.711208754998961
beta-glucose157-freeze_dftb-TS_dftb-ircr.log,1s5,0.012913545041812503,5.183224339999959
beta-glucose29-freeze_dftb-optall_dftb.log,1s5,0.028231121068863423,4.720122698000994
beta-glucose41-freeze_dftb-optall_dftb.log,1s5,0.010217033060039465,5.321903828997606
beta-glucose27-freeze_dftb-optall_dftb.log,1s5,0.07304566145583453,4.157247124999786
beta-glucose86-freeze_dftb-TS_dftb-ircf.log,1s5,0.0029723839568287953,6.052951813997798
beta-glucose112-freeze_dftb-TS_dftb-ircf.log,1s5,0.02170601144766989,4.875744930000453
beta-glucose37-freeze_dftb-optall_dftb.log,1s5,0.017137157791353348,5.015679436999391
beta-glucose35-freeze_dftb-optall_dftb.log,1s5,0.009346773823913971,5.3746145849982865
beta-glucose224-freeze_dftb-TS_dftb-ircf.log,1s5,0.0733559801756175,4.154737088997206
beta-glucose156-freeze_dftb-TS_dftb-ircf.log,1s5,0.011456038215663874,5.254132856999281
beta-glucose152-freeze_dftb-TS_dftb-ircr.log,1s5,0.0010180457714971632,6.687363412996743
beta-glucose72-freeze_dftb-optall_dftb.log,1s5,0.0011934617152660292,6.593237062998077
beta-glucose116-freeze_dftb-TS_dftb-ircf.log,1s5,0.007080595629512069,5.539021942997858
beta-glucose240-freeze_dftb-TS_dftb-ircr.log,1s5,0.0008448098671150544,6.797804996998805
beta-glucose3-freeze_dftb-optall_dftb.log,1s5,0.0032456949442770176,6.000868566999992
beta-glucose93-freeze_dftb-TS_dftb-ircr.log,1s5,0.0020317315890806256,6.278227544999748
beta-glucose36-freeze_dftb-optall_dftb.log,1s5,0.0073637655404680214,5.5158041099985144
beta-glucose24-freeze_dftb-optall_dftb.log,1s5,0.2500191174920369,3.4287091759977164
beta-glucose28-freeze_dftb-optall_dftb.log,1s5,0.09350576854860715,4.011037527998856
beta-glucose42-freeze_dftb-optall_dftb.log,1s5,0.006560395509146164,5.584202590999715
beta-glucose26-freeze_dftb-optall_dftb.log,1s5,0.17585797018767904,3.637042163997855
beta-glucose107-freeze_dftb-TS_dftb-ircr.log,1s5,0.008678456935998242,5.418540214998853
beta-glucose114-freeze_dftb-TS_dftb-ircr.log,1s5,5.520929469651622e-05,8.413013163000524
beta-glucose39-freeze_dftb-optall_dftb.log,1s5,0.002962948376486671,6.054834340997504
beta-glucose220-freeze_dftb-TS_dftb-ircr.log,1s5,0.01584449771967984,5.062115102998079
beta-glucose34-freeze_dftb-optall_dftb.log,1s5,0.011664311835727957,5.243465203999461
beta-glucose30-freeze_dftb-optall_dftb.log,1s5,0.033804522342175417,4.613446167998344
beta-glucose102-freeze_dftb-TS_dftb-ircf.log,1s5,0.00044540299093387924,7.176820433000507
beta-glucose40-freeze_dftb-optall_dftb.log,1s5,0.004063365704765204,5.867836658997003
beta-glucose104-freeze_dftb-TS_dftb-ircf.log,1s5,0.019440680864486595,4.941005866000657
beta-glucose106-freeze_dftb-TS_dftb-ircr.log,1s5,0.0032012834501798006,6.009026183997231
beta-glucose100-freeze_dftb-TS_dftb-ircf.log,1s5,0.00048532802522023095,7.125992203999533
beta-glucose145-freeze_dftb-TS_dftb-ircf.log,os2,0.012043831469464533,3.681595302996837
beta-glucose84-freeze_dftb-optall_dftb.log,os2,0.005336712283154073,4.163522214997319
beta-glucose179-freeze_dftb-TS_dftb-ircf.log,os2,0.000398585603483994,5.69966424699802
beta-glucose81-freeze_dftb-optall_dftb.log,os2,0.00493416274914907,4.209957881000466
beta-glucose221-freeze_dftb-TS_dftb-ircf.log,os2,0.019589831645972177,3.3935686719972633
beta-glucose83-freeze_dftb-optall_dftb.log,os2,0.5703798237575554,1.3974625429985934
beta-glucose140-freeze_dftb-TS_dftb-ircr.log,os2,0.018736961792027905,3.419924049997603
beta-glucose142-freeze_dftb-TS_dftb-ircf.log,os2,0.007241572275079408,3.9827996229988103
beta-glucose189-freeze_dftb-TS_dftb-ircf.log,os2,0.009046707152009984,3.851022732997111
beta-glucose85-freeze_dftb-optall_dftb.log,os2,0.011337805919815187,3.717363316000165
beta-glucose222-freeze_dftb-TS_dftb-ircr.log,os2,0.0024619166374573306,4.621603785000041
beta-glucose225-freeze_dftb-TS_dftb-ircf.log,os2,0.00185515426618956,4.789148688000609
beta-glucose144-freeze_dftb-TS_dftb-ircf.log,os2,0.021098419568569664,3.3496430419966967
beta-glucose216-freeze_dftb-TS_dftb-ircr.log,os2,0.004344907351048113,4.2852589609976155
beta-glucose249-freeze_dftb-TS_dftb-ircf.log,os2,0.047212675067858326,2.8727362019969167
beta-glucose79-freeze_dftb-optall_dftb.log,os2,0.015664364001979732,3.5259730709973782
beta-glucose188-freeze_dftb-TS_dftb-ircf.log,os2,0.002448905182816914,4.624741330001037
beta-glucose80-freeze_dftb-optall_dftb.log,os2,0.007180433639598204,3.987819694999512
beta-glucose197-freeze_dftb-TS_dftb-ircf.log,os2,0.0003425329405617129,5.789398033998858
beta-glucose196-freeze_dftb-TS_dftb-ircf.log,os2,0.0003760161568007375,5.734177242000057
beta-glucose250-freeze_dftb-TS_dftb-ircr.log,os2,0.0042899993379775505,4.292789069000897
beta-glucose247-freeze_dftb-TS_dftb-ircr.log,os2,0.0006032383878319272,5.454308227997722
beta-glucose146-freeze_dftb-TS_dftb-ircf.log,os2,0.016692801980174216,3.4883225309988037
beta-glucose198-freeze_dftb-TS_dftb-ircf.log,os2,0.011828781287683311,3.692262956001115
beta-glucose73-freeze_dftb-optall_dftb.log,os2,9.50101702970271e-05,6.548683923999095
beta-glucose148-freeze_dftb-TS_dftb-ircr.log,os2,0.010372082283497674,3.7700740720008445
beta-glucose78-freeze_dftb-optall_dftb.log,os2,0.021345825018216514,3.342740443000748
beta-glucose251-freeze_dftb-TS_dftb-ircf.log,os2,0.00012278817536772883,6.396826745999047
beta-glucose229-freeze_dftb-TS_dftb-ircr.log,os2,0.046764482953330515,2.878383783000493
beta-glucose254-freeze_dftb-TS_dftb-ircf.log,os2,0.011803735050684683,3.6935179739979462
beta-glucose189-freeze_dftb-TS_dftb-ircr.log,os2,0.009037124337102789,3.8516502419999856
beta-glucose183-freeze_dftb-TS_dftb-ircr.log,os2,0.0003665725294159553,5.749237457997704
beta-glucose255-freeze_dftb-TS_dftb-ircr.log,os2,0.00027158276716036245,5.926822504999675
beta-glucose31-freeze_dftb-optall_dftb.log,os2,0.02732479566687519,3.196530845999818
beta-glucose209-freeze_dftb-TS_dftb-ircr.log,os2,0.00475448914059042,4.23192069599852
beta-glucose226-freeze_dftb-TS_dftb-ircr.log,os2,0.001958186414437869,4.757145728996694
beta-glucose139-freeze_dftb-TS_dftb-ircf.log,os2,0.04496617821358543,2.9016016159998363
beta-glucose77-freeze_dftb-optall_dftb.log,os2,0.025371006825179208,3.2404564760003844
beta-glucose121-freeze_dftb-TS_dftb-ircr.log,25b,0.3745013988564865,8.373480095997785
beta-glucose164-freeze_dftb-TS_dftb-ircf.log,25b,0.6254986011435135,8.06976573999769
beta-glucose106-freeze_dftb-TS_dftb-ircf.log,1c4,3.868506342932277e-06,7.816252104000154
beta-glucose6-freeze_dftb-optall_dftb.log,1c4,0.004584130617579013,3.62574700199962
