File Name,new_cluster_group,boltzmann_weighting,cluster_group_H298 (Hartrees)
beta-xylose89-TS_b3lyp-ircf-b3lyp.log,4c1,0.00031389296898489907,4.61470118597734
beta-xylose75-TS_b3lyp-ircf-b3lyp.log,4c1,0.0003135604747247722,4.615328694975756
beta-xylose56-TS_b3lyp-ircf-b3lyp.log,4c1,0.0003519583255750795,4.546930214005767
beta-xylose87-TS_b3lyp-ircr-b3lyp.log,4c1,0.00010957940203380593,5.2378176229735915
beta-xylose74-TS_b3lyp-ircr-b3lyp.log,4c1,0.0009745746663194036,3.9438940650301566
beta-xylose76-TS_b3lyp-ircr-b3lyp.log,4c1,0.0012648606025097704,3.7895268509918596
beta-xylose16-optall_b3lyp.log,4c1,0.23308491469442322,0.7009275530138159
beta-xylose78-TS_b3lyp-ircf-b3lyp.log,4c1,9.122238511675098e-05,5.346376679984865
beta-xylose84-TS_b3lyp-ircf-b3lyp.log,4c1,0.0002632546232449691,4.718867679999703
beta-xylose54-TS_b3lyp-ircf-b3lyp.log,4c1,0.0017830832923378549,3.5862139350057984
beta-xylose15-optall_b3lyp.log,4c1,0.7614490985647295,0.0
beta-xylose6-optall_b3lyp.log,1s3,0.9848831416542374,6.6082972790091
beta-xylose73-TS_b3lyp-ircr-b3lyp.log,1s3,0.005378669383606466,9.69313152299665
beta-xylose29-TS_b3lyp-ircf-b3lyp.log,1s3,0.00139554969042788,10.491950479977332
beta-xylose31-TS_b3lyp-ircf-b3lyp.log,1s3,0.001679938398260417,10.382136405040567
beta-xylose35-TS_b3lyp-ircr-b3lyp.log,1s3,0.006662700873467792,9.566374705031322
beta-xylose80-TS_b3lyp-ircf-b3lyp.log,b14,0.0666487284870647,11.245588789000745
beta-xylose52-TS_b3lyp-ircr-b3lyp.log,b14,0.24413398126954047,10.476890264015355
beta-xylose19-optall_b3lyp.log,b14,0.20518386288399654,10.579801740040887
beta-xylose20-optall_b3lyp.log,b14,0.14756990791552646,10.774957038976204
beta-xylose84-TS_b3lyp-ircr-b3lyp.log,b14,0.11862637025285887,10.904223893006534
beta-xylose68-TS_b3lyp-ircf-b3lyp.log,b14,0.036197094214109965,11.607033973015596
beta-xylose62-TS_b3lyp-ircr-b3lyp.log,b14,0.18164005497690297,10.65196527500137
beta-xylose65-TS_b3lyp-ircr-b3lyp.log,2so,0.012738048095733012,6.560606594986828
beta-xylose27-TS_b3lyp-ircr-b3lyp.log,2so,0.00933775406169502,6.744466732022002
beta-xylose58-TS_b3lyp-ircf-b3lyp.log,2so,0.07106704525432501,5.542786996988353
beta-xylose30-TS_b3lyp-ircf-b3lyp.log,2so,0.003085002293554233,7.40021363700721
beta-xylose12-optall_b3lyp.log,2so,0.8142543295130277,4.09888878799553
beta-xylose41-TS_b3lyp-ircr-b3lyp.log,2so,0.0006057225340895631,8.364067460999255
beta-xylose54-TS_b3lyp-ircr-b3lyp.log,2so,0.046363648214641145,5.795673123991932
beta-xylose73-TS_b3lyp-ircf-b3lyp.log,2so,8.895630474683288e-05,9.49985875098524
beta-xylose60-TS_b3lyp-ircr-b3lyp.log,2so,0.0424594937281876,5.847756371003114
beta-xylose89-TS_b3lyp-ircr-b3lyp.log,3ob,0.1500670183246609,8.329554466015054
beta-xylose22-optall_b3lyp.log,3ob,0.139632521932739,8.37222507797866
beta-xylose13-optall_b3lyp.log,3ob,0.221649267535004,8.098631154027363
beta-xylose47-TS_b3lyp-ircf-b3lyp.log,3ob,0.1500670183246609,8.329554466015054
beta-xylose84-TS_b3lyp-ircr-b3lyp.log,3ob,0.0019398968438488064,10.904223893006534
beta-xylose51-TS_b3lyp-ircr-b3lyp.log,3ob,0.002076042355669678,10.86406331703659
beta-xylose85-TS_b3lyp-ircr-b3lyp.log,3ob,0.01431714757314979,9.720741918998279
beta-xylose68-TS_b3lyp-ircf-b3lyp.log,3ob,0.0005919310240444414,11.607033973015596
beta-xylose10-TS_b3lyp-ircr-b3lyp.log,3ob,0.08184802262628744,8.688489614036243
beta-xylose45-TS_b3lyp-ircf-b3lyp.log,3ob,0.11611780144901979,8.481411643988348
beta-xylose80-TS_b3lyp-ircf-b3lyp.log,3ob,0.0010899065508200268,11.245588789000745
beta-xylose70-TS_b3lyp-ircr-b3lyp.log,3ob,0.11661110285314433,8.478901607994686
beta-xylose52-TS_b3lyp-ircr-b3lyp.log,3ob,0.003992322606950975,10.476890264015355
beta-xylose10-optall_b3lyp.log,1s5,0.051405443506151366,9.260150313019729
beta-xylose7-optall_b3lyp.log,1s5,0.422254910091522,8.01328993002881
beta-xylose29-TS_b3lyp-ircr-b3lyp.log,1s5,0.0014389399317868876,11.377365679024738
beta-xylose39-TS_b3lyp-ircf-b3lyp.log,1s5,0.021171873177571427,9.785375345977775
beta-xylose30-TS_b3lyp-ircr-b3lyp.log,1s5,0.0012738288705774088,11.44952921398522
beta-xylose72-TS_b3lyp-ircf-b3lyp.log,1s5,0.0015612908256937299,11.32904748600405
beta-xylose57-TS_b3lyp-ircf-b3lyp.log,1s5,0.0023330705677738306,11.091221575033787
beta-xylose9-optall_b3lyp.log,1s5,0.17725962421089014,8.527219801015374
beta-xylose71-TS_b3lyp-ircf-b3lyp.log,1s5,0.01664473761243647,9.927819888974835
beta-xylose8-optall_b3lyp.log,1s5,0.30465628120559674,8.20656270204022
beta-xylose11-optall_b3lyp.log,5s1,0.33075988089382896,8.33582955599921
beta-xylose62-TS_b3lyp-ircr-b3lyp.log,5s1,0.006616667912997799,10.65196527500137
